,id,username,created_at,date,Sentiment,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
8725,1.49E+18,tribunephl,1.64E+12,3/2/2022 11:17,,"WATCH: Members of the Manila Police District (MPD) examine a BMW 750Li (NDE 5943) along San Andres st., cor. Del Pilar st. in Manila, on Thursday, 3 February 2022. According to initial police report the driver was abducted by unknown suspects. | 📹 @tribunephl_joey  https://t.co/IZu8j6U6Ci",en,[],[],https://twitter.com/tribunephl/status/1489075589700939778,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1489075516011270148/pu/img/0lkxk1XRy28L1TYA.jpg,0,0,0
8736,1.49E+18,TheSmokingTire,1.64E+12,3/2/2022 8:51,,"SAME! My car is ridiculously clean but I have been properly shocked at how many people wave me down to compliment a 17-year old silver, otherwise unassuming BMW. Last guy in a Model 3 said ""10 out of 10, bro. 10 out of fucking 10.""",en,[],[],https://twitter.com/TheSmokingTire/status/1489038919517851648,[],[],0,,172,11,3
8737,1.49E+18,BlackHillsFOX,1.64E+12,3/2/2022 8:43,,The South Dakota Highway Patrol says the driver of a BMW lost control of the vehicle coming off the exit and was struck by a school bus.  https://t.co/oOLGLgRPs6,en,[],[],https://twitter.com/BlackHillsFOX/status/1489036680149487617,['https://www.blackhillsfox.com/2022/02/03/i-90-car-school-bus-collide/?utm_source=twitter&utm_medium=social&utm_campaign=snd&utm_content=kevn'],[],0,,1,0,0
8738,1.49E+18,PlutoRL,1.64E+12,3/2/2022 8:26,,"Hit our sub goal, gonna be giving away a BMW 240i thingy car code later this week on Twitter :d",en,[],[],https://twitter.com/PlutoRL/status/1489032414726922241,[],[],0,,9,0,0
8742,1.49E+18,Adweek,1.64E+12,3/2/2022 6:31,,#SuperBowl NEWS | Arnold @Schwarzenegger plays Zeus in this teaser for @BMW's ad. (And @salmahayek will be Hera in the full ad.)   https://t.co/b07hAKMA5N,en,['superbowl'],[],https://twitter.com/Adweek/status/1489003560083853318,['https://adweek.it/3um0Vk0'],[],0,,11,1,2
8743,1.49E+18,BMWUSA,1.64E+12,3/2/2022 6:28,,@WilliamStern @BMWGroup @BMW @Velgenwheels Heat 🥵,en,[],[],https://twitter.com/BMWUSA/status/1489002748087619585,[],[],0,,1,1,0
8744,1.49E+18,sokane1,1.64E+12,3/2/2022 6:27,,Faraday Future convinced a former BMW exec to take over as CEO in 2019.  One perk was living in an oceanside mansion bought by founder Jia Yueting — one of a few used for corp functions / parties.  But it’s now one of many decisions under scrutiny at FF:   https://t.co/VGL3mo7NGr,en,[],[],https://twitter.com/sokane1/status/1489002477487800324,['https://www.bloomberg.com/news/articles/2022-02-02/ev-startups-are-wilting-under-harsh-light-as-public-companies'],[],0,,5,1,4
8746,1.49E+18,JessicaABC30,1.64E+12,3/2/2022 5:44,,"She was in a vehicle with her boyfriend when it happened. Police they’re not from the area. The man is cooperating. Officials are looking for a person &amp; vehicle of interest — a Fernando Perez, possibly driving a light-colored BMW or Mercedes sedan with front-end damage. @ABC30",en,[],[],https://twitter.com/JessicaABC30/status/1488991713905414144,[],[],0,,0,1,1
8747,1.49E+18,cathyrusson,1.64E+12,3/2/2022 5:42,,"Dr. Wood is now reading passages from #TravisReinking's journal. He writes about stealing the BMW, wanting to drive it back to Colorado where he could ""enjoy the finer things in life again"".    #WaffleHouseMurders  @LawCrimeNetwork  https://t.co/6Bg0GfXSCT",en,"['travisreinking', 'wafflehousemurders']",[],https://twitter.com/cathyrusson/status/1488991126220525569,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1488990884737675264/pu/img/D-bchi_JTTO3IIxd.jpg,16,1,3
8748,1.49E+18,MariahTimms,1.64E+12,3/2/2022 5:39,,"Reading from the journal and her recollections of what he told her about events listed in the journal, including the theft of the BMW.",en,[],[],https://twitter.com/MariahTimms/status/1488990470382534665,[],[],0,,0,2,0
8749,1.49E+18,Tim_Stevens,1.64E+12,3/2/2022 5:29,,@jamesrandersen Yes! Most in anything short of a Mercedes S-Class or BMW 7 are nice but well short of actually effective. Sadly a big premium to get there but they are genuinely nice at that level.,en,[],[],https://twitter.com/Tim_Stevens/status/1488988088277909509,[],[],0,,0,0,0
8751,1.49E+18,dpa_intl,1.64E+12,3/2/2022 5:20,,BMW boss warns against 'premature' ban on combustion engines  https://t.co/a3BopMqqkd,en,[],[],https://twitter.com/dpa_intl/status/1488985820316979208,['http://dpaq.de/Wc9iD'],[],0,,0,0,1
8753,1.49E+18,ETCanada,1.64E+12,3/2/2022 4:58,,Catch the teaser for @Schwarzenegger's #Zeus BMW #SuperBowl ad  https://t.co/lNOLdRoTtP,en,"['zeus', 'superbowl']",[],https://twitter.com/ETCanada/status/1488980066700865545,['http://etcnda.com/eCvo50HKVjR'],[],0,,1,0,0
8755,1.49E+18,adage,1.64E+12,3/2/2022 4:30,,"No, Arnold Schwarzenegger is not coming out with a new movie about Zeus, the Greek god of lightning. But he is playing the character in a Super Bowl ad for BMW that will plug an electric vehicle.  https://t.co/dsVCGwzDal",en,[],[],https://twitter.com/adage/status/1488973030932062210,['http://ow.ly/5Zx850HKS2w'],[],0,,4,0,1
8760,1.49E+18,evomagazine,1.64E+12,3/2/2022 3:59,1,"The BMW 8-series coupe, convertible and saloon hits the refresh button in its mid-life update -  https://t.co/q6hgCxtKpV  https://t.co/C7hoDVcAw3",en,[],[],https://twitter.com/evomagazine/status/1488965192792694786,['https://www.evo.co.uk/bmw/204529/2022-bmw-8-series-revealed-sporting-fresh-styling-and-tech'],['https://pbs.twimg.com/media/FKlqTsWXsAAxIP0.jpg'],1,https://pbs.twimg.com/media/FKlqTsWXsAAxIP0.jpg,31,0,3
8761,1.49E+18,MariahTimms,1.64E+12,3/2/2022 3:49,,"He had grown increasingly fearful of his belief he was being persecuted, she said.  He viewed himself as an ""invisible man."" He'd asked for help and no one believed him. He'd stolen a BMW and they didn't arrest him. He'd lost his job.",en,[],[],https://twitter.com/MariahTimms/status/1488962882771509257,[],[],0,,0,1,0
8762,1.49E+18,MariahTimms,1.64E+12,3/2/2022 3:41,,"He had put his address in the GPS and driven home.   Earlier testimony indicated the BMW had been reported stolen and recovered from the parking lot the day before the shooting. The way Wood remembers the report, it was recovered on April 18, 2018, a few days earlier.",en,[],[],https://twitter.com/MariahTimms/status/1488960791122522113,[],[],0,,0,1,0
8763,1.49E+18,MariahTimms,1.64E+12,3/2/2022 3:41,,She also reviewed audio of Reinking during a test drive of a BMW.  A salesperson reported he went for a test drive and left with the car after she became uncomfortable being in the car with him and exiting.,en,[],[],https://twitter.com/MariahTimms/status/1488960790082301952,[],[],0,,0,1,0
8765,1.49E+18,DC_NoExcuse,1.64E+12,3/2/2022 3:27,,A390 #Tresillian - BMW stopped with @DC_RPT (5630) - Vehicle subject to #OpDragoon - driver was not the subject but they find themselves in trouble for drug driving. Now in custody for blood samples #NoExcuse #Fatal5  https://t.co/SE2fv99I1P,en,"['tresillian', 'opdragoon', 'noexcuse', 'fatal5']",[],https://twitter.com/DC_NoExcuse/status/1488957302073966594,[],['https://pbs.twimg.com/media/FKnWxRKXIAUeUJn.jpg'],1,https://pbs.twimg.com/media/FKnWxRKXIAUeUJn.jpg,44,0,5
8766,1.49E+18,DMODeejay,1.64E+12,3/2/2022 3:21,,I BUILT MY CAMERA MAN A *700 BHP* BMW M140i THIS WAS HES FIRST DRIVE 👀🤣😅  Watch the FULL video here:  https://t.co/pzxksbKjjz  #DMODeejay #DMOARMY #BMWM140i #BMW #M140i #700BHP #YOUTUBE #OUTNOW  https://t.co/D8fEh4pPmW,en,"['dmodeejay', 'dmoarmy', 'bmwm140i', 'bmw', 'm140i', '700bhp', 'youtube', 'outnow']",[],https://twitter.com/DMODeejay/status/1488955847787098112,['https://youtu.be/PiLAwhgtpJQ'],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1488955769559171076/pu/img/7-cZ48JxvCZuaK2J.jpg,26,1,3
8768,1.49E+18,WiCnet,1.64E+12,3/2/2022 3:19,1,Arnold Schwarzenegger is playing Zeus in a BMW Super Bowl ad. FYI  https://t.co/qAoQEist2T,en,[],[],https://twitter.com/WiCnet/status/1488955172483129348,[],['https://pbs.twimg.com/media/FKnU1KVWUAEPt4S.jpg'],1,https://pbs.twimg.com/media/FKnU1KVWUAEPt4S.jpg,12,1,1
8770,1.49E+18,EW,1.64E+12,3/2/2022 3:10,1,Arnold Schwarzenegger confirmed he'll play Zeus in a BMW Super Bowl ad. Watch the teaser.   https://t.co/WZPTT1zBs2,en,[],[],https://twitter.com/EW/status/1488952868811988995,['https://ew.com/tv/arnold-schwarzenegger-zeus-super-bowl-ad-bmw-video/?utm_campaign=entertainmentweekly_entertainmentweekly&utm_content=new&utm_medium=social&utm_source=twitter.com&utm_term=61fad70970fd090001a7b3d1'],[],0,,142,5,32
8771,1.49E+18,bennetts_bike,1.64E+12,3/2/2022 3:00,,‘It feels like I need some music playing’ – @adamchildchad  Watch our full review of the all-new @BMWmotorraduk CE 04 ⚡🔌  #Electric #scooter #BMW #BikeSocial,en,"['electric', 'scooter', 'bmw', 'bikesocial']",[],https://twitter.com/bennetts_bike/status/1488950346911207425,[],[],0,,6,0,1
8772,1.49E+18,BMWUSA,1.64E+12,3/2/2022 2:48,,@ken_vs_ryu Hi Ken - You can configure the iX on our website and follow up with your local BMW center about placing an order.  https://t.co/wwKmxXKVgG,en,[],[],https://twitter.com/BMWUSA/status/1488947341449121807,['https://bit.ly/3ecO5vb'],[],0,,2,1,1
8774,1.49E+18,tuanies,1.64E+12,3/2/2022 2:21,,"@GeekyGearhead99 The lack of a frunk on the BMW i4 M50 is what’s keeping it off my shopping list, so I’ll look at used M4’s and 440i convertibles instead.",en,[],[],https://twitter.com/tuanies/status/1488940575957024770,[],[],0,,0,1,0
8775,1.49E+18,mashable,1.64E+12,3/2/2022 2:20,,This concept BMW changes colors like a chameleon 😲  https://t.co/3aIxCbcTkv,en,[],[],https://twitter.com/mashable/status/1488940278761275397,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1479561409033904132/img/ehxrftFI1LPBHFDj.jpg,25,0,4
8776,1.49E+18,JCPinCentreScot,1.64E+12,3/2/2022 2:02,,Customer Service Advisor in #Glasgow with @BMW_UK   Closing 28th February 2022  Info/Apply:  https://t.co/IerTSHfYNG  #GlasgowJobs  #BMW  https://t.co/JWUqHnuhEd,en,"['glasgow', 'glasgowjobs', 'bmw']",[],https://twitter.com/JCPinCentreScot/status/1488935760703201286,['http://ow.ly/4yRO50HGhJA'],['https://pbs.twimg.com/media/FKnDLzHXsAAtRBO.jpg'],1,https://pbs.twimg.com/media/FKnDLzHXsAAtRBO.jpg,0,0,1
8777,1.49E+18,Schwarzenegger,1.64E+12,3/2/2022 2:01,,"So you can pronounce “macchiato,” but not “Zeus”??? ⚡️ 2.13.2022 ⚡️@BMWUSA @BMW #BMWElectric #Ad  https://t.co/7JgGSRrv6S",en,"['bmwelectric', 'ad']",[],https://twitter.com/Schwarzenegger/status/1488935503567097858,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1488935449154314241/pu/img/cBASbNWT2mOluKWJ.jpg,2604,173,450
8778,1.49E+18,BMW_UK,1.64E+12,3/2/2022 2:00,,"@random_robbie Hi Robbie, it must be disappointing that your alloys need repairing. We recommend contacting your local BMW Centre here:  https://t.co/8zMveTKCZA - their service team will be happy to look into this. If you'd like us to ask them to call you, please DM your details",en,[],[],https://twitter.com/BMW_UK/status/1488935488371183622,['https://bit.ly/3ASbTiq'],[],0,,0,0,0
8779,1.49E+18,BMWUKMotorsport,1.64E+12,3/2/2022 2:00,1,The perfect balance of performance and style. The new BMW M8 Competition - was made for the road with the power of M.   #BMWM #M8Competition  https://t.co/RmSG1yjXlg,en,"['bmwm', 'm8competition']",[],https://twitter.com/BMWUKMotorsport/status/1488935247106478085,[],"['https://pbs.twimg.com/media/FKlPu6FXoAElBH6.jpg', 'https://pbs.twimg.com/media/FKlPu6MWUAYA_Xu.jpg', 'https://pbs.twimg.com/media/FKlPu6LXEAE5n7O.jpg']",1,https://pbs.twimg.com/media/FKlPu6FXoAElBH6.jpg,16,0,1
8780,1.49E+18,CarWale,1.64E+12,3/2/2022 1:45,1,"Within a year of its global premiere, BMW’s M Division has discreetly begun work on the new-gen 2 Series. The G87 2 Series Coupe adorned in the glorious M attire is expected to debut later this year.  #CWSnippet #Cars2022 #Carlife #Carlifestyle #Cars #Car #Nextgen #BMWM2  https://t.co/AzkROb1Zlz",en,"['cwsnippet', 'cars2022', 'carlife', 'carlifestyle', 'cars', 'car', 'nextgen', 'bmwm2']",[],https://twitter.com/CarWale/status/1488931471209418758,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1488922487622873088/pu/img/BhUvIxGRjTD46Ush.jpg,2,0,0
8782,1.49E+18,birmingham_live,1.64E+12,3/2/2022 1:39,-1,Two men hurt after BMW and van crash outside school   https://t.co/POpfs0kACy,en,[],[],https://twitter.com/birmingham_live/status/1488929960534298627,['https://www.birminghammail.co.uk/black-country/two-men-hurt-after-bmw-22965301'],[],0,,0,0,0
8784,1.49E+18,WalesOnline,1.64E+12,3/2/2022 1:23,-1,A dad drove a BMW into lamppost and blamed his partner  https://t.co/9ZP09jE3gA  https://t.co/Xh8o5U8VLI,en,[],[],https://twitter.com/WalesOnline/status/1488926181722308621,['https://bit.ly/3uhhzBv'],['https://pbs.twimg.com/media/FKm6d31X0AIrjwx.jpg'],1,https://pbs.twimg.com/media/FKm6d31X0AIrjwx.jpg,0,3,1
8788,1.49E+18,BMW,1.64E+12,3/2/2022 1:00,,Humanity needs you 🌍 Listen to the complete series of Hypnopolis 2: UTOPIA IN PROGRESS now:  https://t.co/Nv4im4jNGq #BMWHYPNOPOLIS,en,['bmwhypnopolis'],[],https://twitter.com/BMW/status/1488920154893336578,['http://b.mw/hypnopolis2'],[],0,,126,5,18
8789,1.49E+18,rencontresarles,1.64E+12,3/2/2022 0:55,,"A jury has unanimously named artist Arash Hanaei and curator Morad Montazami BMW Art Makers for their project ""Post-Urban Hantology"".   https://t.co/Tf2mXx0Qqs  @BMWGroupCulture  https://t.co/xtjfhepJra",en,[],[],https://twitter.com/rencontresarles/status/1488919133127389185,['https://www.rencontres-arles.com/en/actualites/view/600/laureats-bmx-art-makers-2022'],['https://pbs.twimg.com/media/FKmz-0HXwAEWxO0.jpg'],1,https://pbs.twimg.com/media/FKmz-0HXwAEWxO0.jpg,8,0,1
8791,1.49E+18,RebeccaWSMV,1.64E+12,3/2/2022 0:46,,"Sumerel walks us through items seized from Reinking's apartment - the first glimpse we're getting of the inside. Rifles, one semi-automatic laying on the bathroom sink, ammunition, and a key fob later linked to a stolen BMW",en,[],[],https://twitter.com/RebeccaWSMV/status/1488916702654091265,[],[],0,,0,1,0
8793,1.49E+18,JasonLambNC5,1.64E+12,3/2/2022 0:30,,Investigators says inside this safe in Reinking's apartment was a key fob for a BMW which Reinking had stolen from a Brentwood dealership. The BMW had been recovered by police at the apartment and towed from there the day before the Waffle House shooting. @NC5  https://t.co/XqSQNM9vJS,en,[],[],https://twitter.com/JasonLambNC5/status/1488912649110835200,[],['https://pbs.twimg.com/media/FKmt4ESXMAEu-jp.jpg'],1,https://pbs.twimg.com/media/FKmt4ESXMAEu-jp.jpg,1,0,2
8794,1.49E+18,stephnthecity,1.64E+12,3/2/2022 0:28,,A small safe in Reinking’s home had a key fob in it to a BMW that was stolen from a dealership. The car was recovered at Reinking’s apartment complex the day before the shooting @WKRN,en,[],[],https://twitter.com/stephnthecity/status/1488912142069911555,[],[],0,,0,1,1
8795,1.49E+18,MariahTimms,1.64E+12,3/2/2022 0:22,,"Officers found a small safe. There was a BMW key fob inside, which later was matched to a BMW stolen from a dealership. It had been recovered by police and towed from the apartment's parking lot the day before the shooting, Sumerel said.",en,[],[],https://twitter.com/MariahTimms/status/1488910810839756803,[],[],0,,0,1,0
8802,1.49E+18,BMW,1.64E+12,2/2/2022 23:30,,"@zkillian1 Hi, we are very sorry to hear about this. In order for our Customer Service team to assist further, please can you send us a DM with your name, address (including country), email address, phone number and the VIN of the vehicle..",en,[],[],https://twitter.com/BMW/status/1488897599516155916,[],[],0,,0,1,0
8807,1.49E+18,CabbageTV,1.64E+12,2/2/2022 22:53,,BMW Charity Pro-Am presented by TD SYNNEX opens 2022 ticket sales  https://t.co/xjtJPt5DQY,en,[],[],https://twitter.com/CabbageTV/status/1488888321602326528,['http://dlvr.it/SJFjrh'],[],0,,0,0,0
8808,1.49E+18,BMW_UK,1.64E+12,2/2/2022 22:47,,It’s Wallpaper Wednesday once again. This week it’s the stylish BMW iX in Phytonic Blue Metallic. Head over to our Instagram stories to see them all.  Where would you drive in the BMW iX? Let us know in the replies.  https://t.co/EziSBxLbHj,en,[],[],https://twitter.com/BMW_UK/status/1488886911183773697,[],"['https://pbs.twimg.com/media/FKmVydqXIAY9ljW.jpg', 'https://pbs.twimg.com/media/FKmV103XoAAeF8-.jpg', 'https://pbs.twimg.com/media/FKmV6vQWQAII2qP.jpg']",1,https://pbs.twimg.com/media/FKmVydqXIAY9ljW.jpg,33,1,6
8814,1.49E+18,autocar,1.64E+12,2/2/2022 22:02,,From the Autocar Archive: We pitted the Fiat Tipo against the Ford Escort and tested the new BMW 5 Series  https://t.co/UYH4SLjDuC  https://t.co/YjblREl688,en,[],[],https://twitter.com/autocar/status/1488875380631080967,['https://bddy.me/3ojKcds'],"['https://pbs.twimg.com/media/FKmMQp8WUAUg89g.jpg', 'https://pbs.twimg.com/media/FKmMRFNWYAAhuSd.jpg']",1,https://pbs.twimg.com/media/FKmMQp8WUAUg89g.jpg,19,0,3
8817,1.49E+18,drivingdotca,1.64E+12,2/2/2022 21:04,0,5 Things I learned driving the 2022 BMW X4 M40i  https://t.co/g8TXR3XHqc,en,[],[],https://twitter.com/drivingdotca/status/1488860906222063618,['https://driving.ca/reviews/road-test/5-things-i-learned-driving-the-2022-bmw-x4-m40i?utm_term=Autofeed&utm_campaign=driving_promo_AO&utm_medium=organic&utm_content=autofeed&utm_source=Twitter#Echobox=1643781488'],[],0,,1,0,0
8819,1.49E+18,BangkokPostNews,1.64E+12,2/2/2022 20:57,,"NAKHON SI THAMMARAT: The owner of the BMW car found buried in an oil palm plantation in Chalerm Prakiat district was an American man who left Thailand almost 10 years ago, police said on Wednesday. #BangkokPost #Thailand #bmw  https://t.co/GfZdD4FSTH",en,"['bangkokpost', 'thailand', 'bmw']",[],https://twitter.com/BangkokPostNews/status/1488859229478060036,['https://www.bangkokpost.com/thailand/general/2257699'],[],0,,2,0,1
8820,1.49E+18,AutoExpress,1.64E+12,2/2/2022 20:30,,NEW ISSUE: In this week’s Auto Express magazine we test BMW’s excellent i4 against the Tesla Model 3 and Polestar 2…&gt;&gt;  https://t.co/8VDkbulAw6  https://t.co/dxyHq2Q1BU,en,[],[],https://twitter.com/AutoExpress/status/1488852201485193219,['https://aex.ae/3HtUQpK'],['https://pbs.twimg.com/media/FKlstvyWQAEqp9Y.jpg'],1,https://pbs.twimg.com/media/FKlstvyWQAEqp9Y.jpg,6,0,2
8823,1.49E+18,SurreyPolice,1.64E+12,2/2/2022 20:02,,"Car thefts are on the rise in Surrey, and models such as BMW, Mercedes &amp; Range Rovers are particularly at risk. When leaving your car, make sure you are confident it is locked and never leave car keys within view or reach of the front door. 🚘   #SafeSoundSecure  https://t.co/0YyByX8m7z",en,['safesoundsecure'],[],https://twitter.com/SurreyPolice/status/1488845324940681216,[],['https://pbs.twimg.com/media/FKlw7j2WQAIMg3z.jpg'],1,https://pbs.twimg.com/media/FKlw7j2WQAIMg3z.jpg,6,0,6
8824,1.49E+18,WayneH__,1.64E+12,2/2/2022 20:02,,"Clutch, Fourth gear, Aircon off and hope that BMW in front of you allows you to pass.",en,[],[],https://twitter.com/WayneH__/status/1488845203687489539,[],[],0,,13,3,13
